StartDate	EndDate	Status	IPAddress	Progress	Duration (in seconds)	Finished	RecordedDate	ResponseId	RecipientLastName	RecipientFirstName	RecipientEmail	ExternalReference	LocationLatitude	LocationLongitude	DistributionChannel	UserLanguage	Q2	Q3	Q4	Q5	Q6	Q8_1	Q8_2	Q8_3	Q8_4	Q8_5	Q8_6	Q8_7	Q8_8	Q8_9	Q8_10	Q8_11	Q8_12	Q8_13	Q8_14	Q8_15	Q9	Q10	Q11	Q12	Q13
3/4/22 10:48	3/4/22 11:23	IP Address	185.207.249.114	100	2143	TRUE	3/4/22 11:23	R_2cnhu2b38wHme5E					39.73880005	-104.9868011	anonymous	EN	3002 - Xu Han	Prefer not to answer	Yes	Junior	CS Major	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree		She conveys information clearly and is very friendly. I would feel very comfortable asking questions or for clarification about class material/assignments, if I had them.	NA	Instead of randomly placing us in breakout rooms, she has been opening breakout rooms so that students can select one to join. This allows people the opportunity to choose with whom they work if they have a preference, without having to worry about making a specific request. Xu also keeps a close eye on the chat, and is prompt in answering questions put there, which is useful since a lot of people seem to prefer that to using their mic.	NA	NA
2/21/22 12:54	2/21/22 12:57	IP Address	128.138.65.146	50	186	FALSE	3/7/22 12:57	R_1r1aMCH0pMFbijf							anonymous	EN	3002 - Xu Han	Male	Yes	Junior	Fulfilling a requirement outside of CS																				
2/20/22 16:04	2/20/22 16:09	IP Address	76.120.79.87	100	298	TRUE	2/20/22 16:09	R_3nkPa3zCAO11Ytu					40.03729248	-105.2789993	anonymous	EN	3104 - Arvind Sreenivas	Male	Yes	Junior	CS Minor	Agree	Agree	Agree	Agree		Strongly Agree	Agree	Agree	Agree	Agree	Agree	Strongly Agree	Strongly Agree	Agree	Agree	I appreciate that the TA is knowledgeable about the topics and asks the class if there is a change they want in the structure of recitation (ex. more example problems done by the TA, more individual work time, etc.)	None.	N/A	N/A	I have not visited other TA's recitations.
2/26/22 14:23	2/26/22 14:25	IP Address	98.245.164.71	100	113	TRUE	2/26/22 14:25	R_xfQvD6c8v2axNU5					40.03729248	-105.2789993	anonymous	EN	3104 - Arvind Sreenivas	Male	Yes	Senior or Above	CS Minor	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Arvind is always willing to explains concepts we might not understand. 	NA he is doing fine I think.	He communicates well and encourages participation and completion of the required tasks.	NA	I do not know.
3/2/22 12:02	3/2/22 12:04	IP Address	128.138.65.128	100	118	TRUE	3/2/22 12:04	R_3huAlu5pZzESeYC					40.01280212	-105.2759018	anonymous	EN	3104 - Arvind Sreenivas	Male	Yes	Sophmore	CS Major	Strongly Agree	Agree	Strongly Agree	Agree	Strongly Agree	Strongly Agree	Strongly Agree	Neither Agree nor Disagree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	He tries his best to break down the topic as simply as possible so we may understand.	N/A	He utilizes breakout rooms very well 	N/A	N/A
3/2/22 12:02	3/2/22 12:04	IP Address	128.138.65.167	100	145	TRUE	3/2/22 12:04	R_2OJs1mCeM9vHp6N					40.01280212	-105.2759018	anonymous	EN	3104 - Arvind Sreenivas	Male	Yes	Sophmore	CS Major	Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Agree	Strongly Agree			Strongly Agree		Strongly Agree	Walking around and helping tables individually to better understand the problems	None			No
3/2/22 12:02	3/2/22 12:05	IP Address	128.138.65.135	100	148	TRUE	3/2/22 12:05	R_2cAFSmUTDAWViMy					40.01280212	-105.2759018	anonymous	EN	3104 - Arvind Sreenivas	Male	Yes	Sophmore	CS Major	Neither Agree nor Disagree	Agree	Agree	Agree	Neither Agree nor Disagree	Strongly Agree	Neither Agree nor Disagree	Agree	Neither Agree nor Disagree	Neither Agree nor Disagree	Agree	Agree	Neither Agree nor Disagree	Agree	Agree	 Checks in with everyone and will explain the work so we understand.	Still seems new, could be a bit more open.	Showing slides that are very helpful with the current topic	N/A	No
3/2/22 12:02	3/2/22 12:05	IP Address	128.138.65.236	100	195	TRUE	3/2/22 12:05	R_wZfpZXofADfNEnT					40.01280212	-105.2759018	anonymous	EN	3104 - Arvind Sreenivas	Male	Yes	Sophmore	CS Major	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Disagree	Strongly Agree	Strongly Agree	Strongly Agree	Agree	Strongly Agree	Strongly Agree	Arvind always checks to see that everybody understand a topic before moving on.	Nothing to improve so far, Arvind is a great TA!	N/A, in person recitation	N/A, in person recitation	Nothing so far!
3/2/22 12:02	3/2/22 12:05	IP Address	128.138.65.155	100	201	TRUE	3/2/22 12:05	R_3koBaksdYvKGPZ1					40.01280212	-105.2759018	anonymous	EN	3104 - Arvind Sreenivas	Male	Yes	Sophmore	CS Major	Agree	Strongly Agree	Strongly Agree	Agree		Agree	Agree	Agree	Agree	Agree	Agree	Agree	Strongly Agree	Strongly Agree	Strongly Agree	Really nice, helpful and explains things well.	Sometimes spend to much time covering easy topics.			NA
3/2/22 12:02	3/2/22 12:06	IP Address	128.138.65.89	100	201	TRUE	3/2/22 12:06	R_cFN1kgC6bir4Nrj					40.01280212	-105.2759018	anonymous	EN	3104 - Arvind Sreenivas	Male	Yes	Sophmore	CS Major	Strongly Agree	Strongly Agree	Agree	Strongly Agree		Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	My TA is respectful, and kind. He always checks in with the different groups, and seems like he constantly tries to improve.	Sometimes Arvind is a little quiet. If he would speak a little louder, it would make things a little better.			Arvind is great!
3/2/22 12:04	3/2/22 12:09	IP Address	128.138.65.229	100	276	TRUE	3/2/22 12:09	R_1OHO5o3NphHCuWM					40.01280212	-105.2759018	anonymous	EN	3104 - Arvind Sreenivas	Male	Yes	Sophmore	CS Major	Neither Agree nor Disagree	Agree	Agree	Agree		Agree	Agree	Agree	Disagree	Agree	Agree	Agree	Agree	Agree	Strongly Agree	Seems like a very nice guy and helps people 	Due to external factors I haven't attended enough recitations to adequately judge	N/A	N/A	nope
3/2/22 14:43	3/2/22 14:51	IP Address	69.169.12.166	100	443	TRUE	3/2/22 14:51	R_pz5Z5dPChB4XfBT					39.6374054	-105.3402023	anonymous	EN	3104 - Benjamin Little	Male	Yes	Sophmore	CS Major	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree			Agree	Strongly Agree	Strongly Agree	Agree		Agree	Strongly Agree	Strongly Agree	Strongly Agree	He's just a chiller a non stress recitation just meant to help us understand the material is phenomenal.	None keep please keep being a homie			nah
2/17/22 18:40	2/17/22 18:43	IP Address	172.58.62.140	100	191	TRUE	2/17/22 18:43	R_2VvCpglXKDcTgvA					39.73880005	-104.9868011	anonymous	EN	3104 - Chi-Hui Lin	Female	Yes	Sophmore	CS Major	Agree	Agree	Strongly Agree	Strongly Agree	Strongly Agree	Agree	Agree	Agree	Agree	Strongly Agree	Agree	Neither Agree nor Disagree		Strongly Agree	Strongly Agree		Na	Na	Na 	No
2/23/22 9:08	2/23/22 9:11	IP Address	128.138.65.183	100	181	TRUE	2/23/22 9:11	R_2QGtJNvHVVBfz3u					40.01280212	-105.2759018	anonymous	EN	3104 - Chi-Hui Lin	Male	Yes	Junior	CS Major	Agree	Agree	Agree	Neither Agree nor Disagree	Agree	Neither Agree nor Disagree	Agree	Neither Agree nor Disagree	Agree	Agree	Agree	Strongly Agree	Agree	Strongly Agree	Agree	My TA is always willing to help if more clarification is needed, he is never afraid to give a student more support if they ask.	I think the initial explanations could be a bit better. Sometimes I feel lost and need the TA to explain more to me personally, but it'd be nice if we could have a clear layout from the start.	N/A	N/A	N/A
2/23/22 9:07	2/23/22 9:12	IP Address	128.138.65.82	100	293	TRUE	2/23/22 9:12	R_3j04d6x4rhrfvqb					40.01280212	-105.2759018	anonymous	EN	3104 - Chi-Hui Lin	Male	No	Junior	CS Minor	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Check the understanding before moving on 	Get more practice 			All good so far 
2/23/22 9:09	2/23/22 9:14	IP Address	128.138.65.95	100	309	TRUE	2/23/22 9:14	R_2WOIozXt9dJm6vH					40.01280212	-105.2759018	anonymous	EN	3104 - Chi-Hui Lin	Female	Yes	Junior	CS Major	Strongly Agree	Agree	Strongly Agree	Agree		Agree	Strongly Agree	Agree	Disagree	Agree	Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Always makes sure each individual is comfortable with the problem and understands the solution before moving on, and explains it one on one if not.	Sometimes I think going a bit slower explaining problems on the board could be helpful, but I also understand the time constraint doesn’t always allow this. 	N/a	N/a	No
2/23/22 9:09	2/23/22 9:14	IP Address	128.138.65.90	100	304	TRUE	2/23/22 9:14	R_2COOPI6RcewUkOu					40.01280212	-105.2759018	anonymous	EN	3104 - Chi-Hui Lin	Male	No	Junior	CS Major	Strongly Agree	Strongly Agree	Agree	Agree	Strongly Agree	Strongly Agree	Strongly Agree	Agree	Disagree	Strongly Agree	Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	He is very dedicated to making sure we are learning. He always comes really prepared to recitation.  	Whiteboard sketches are done really fast and are mostly illegible. Sometimes the methods taught in class are different to the methods taught in recitation. 	He uses an electronic whiteboard/iPad and it's easy to follow along.	N/A	No
2/23/22 9:12	2/23/22 9:16	IP Address	128.138.65.105	100	239	TRUE	2/23/22 9:16	R_1pT3uz3nCDYYijQ					40.01280212	-105.2759018	anonymous	EN	3104 - Chi-Hui Lin	Female	Yes	Senior or Above	Topic is useful for my career	Strongly Agree	Agree	Agree	Neither Agree nor Disagree	Agree	Agree	Strongly Agree	Strongly Agree	Agree	Strongly Agree	Agree	Agree	Agree	Strongly Agree	Strongly Agree	They go over useful example problems that help with homework problems and answer lots of questions.	Sometimes the method of solving problems is different than in lecture, so it can be harder to follow. 	Breakout rooms	They did great remote instruction	NA
2/23/22 9:09	2/23/22 9:16	IP Address	128.138.65.49	100	417	TRUE	2/23/22 9:16	R_3G7XEOzazKcAIef					40.01280212	-105.2759018	anonymous	EN	3104 - Chi-Hui Lin	Male	Yes	Sophmore	CS Major	Strongly Agree	Strongly Agree	Strongly Agree	Agree		Agree	Agree	Agree	Agree	Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	I like how my TA makes sure everyone in the class understands the topic before moving on. The TA walks around the classroom to check everyones understanding.	Allow time to work on questions brought from hw and old quizzes.	NA	NA	NA
2/17/22 19:42	2/17/22 19:45	IP Address	73.78.217.213	100	180	TRUE	2/17/22 19:45	R_1KfqxdQhV5Le06i					40.03729248	-105.2789993	anonymous	EN	3104 - Conner Brooks	Female	Yes	Junior	CS Major	Strongly Agree	Strongly Agree	Agree	Agree			Agree	Agree	Strongly Agree	Strongly Agree	Strongly Agree		Strongly Agree	Strongly Agree	Strongly Agree		Please get some whiteboard markers that are not dead and can be seen from the back of the classroom			NA
2/18/22 11:38	2/18/22 11:45	IP Address	128.138.65.241	100	422	TRUE	2/18/22 11:45	R_3FWLRcJZsCVuctc					40.01280212	-105.2759018	anonymous	EN	3104 - Conner Brooks	Male	Yes	Sophmore	CS Major	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree		Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Connor explains the material incredibly well.  Often times, I am still confused on the material after lecture, but I understand most, if not all of the concepts after going to recitation.  He answers all of my questions, and he goes through the recitation worksheet in a very coherent way.	I can't think of any areas of improvement, he could honestly be teaching the course	N/A	N/A	N/A
2/18/22 15:37	2/18/22 15:39	IP Address	128.138.65.119	100	176	TRUE	2/18/22 15:39	R_2zTlu3kR6smTPE7					40.01280212	-105.2759018	anonymous	EN	3104 - Conner Brooks	Female	Yes	Sophmore	CS Major	Strongly Agree	Strongly Agree	Agree	Strongly Agree		Agree	Agree	Strongly Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	He is so good at explaining concepts. In lecture I'm always confused but when I show up to recitation he makes it all make sense. 	Honestly not sure what he could improve. 	NA	NA	Thanks!
2/18/22 19:10	2/18/22 19:14	IP Address	97.122.207.76	100	280	TRUE	2/18/22 19:14	R_31hJgZxojQMs6Me					39.73880005	-104.9868011	anonymous	EN	3104 - Conner Brooks	Male	Yes	Junior	CS Major	Neither Agree nor Disagree	Strongly Agree	Strongly Agree	Strongly Agree		Strongly Agree	Strongly Agree	Strongly Agree	Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Has patience with people when they are not understanding certain topics at first and is helpful.	At this point in the semester I am not sure of any areas of improvement.	N/A	N/A	N/A
2/23/22 10:10	2/23/22 10:37	IP Address	128.138.65.154	100	1594	TRUE	2/23/22 10:37	R_1Q3moAVzyurVsi9					40.01280212	-105.2759018	anonymous	EN	3104 - Conner Brooks	Female	Yes	Sophmore	CS Major	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	works through problems and regularly checks understanding	posting slides after recitation 	NA	post slides	NA
2/17/22 16:47	2/17/22 16:59	IP Address	128.138.65.178	50	698	FALSE	3/3/22 16:59	R_ZDH2TwesfE2gd7H							anonymous	EN	3104 - Conner Brooks	Male	Yes	Sophmore	CS Major																				
2/17/22 18:44	2/17/22 18:46	IP Address	73.95.83.79	100	135	TRUE	2/17/22 18:46	R_1C8ejX1E8Se9v04					39.98339844	-105.1429977	anonymous	EN	3104 - Rameez Wajid	Prefer not to answer	Yes	Prefer not to answer	CS Major	Disagree	Neither Agree nor Disagree	Neither Agree nor Disagree	Disagree	Agree	Disagree	Disagree	Strongly Disagree	Agree	Neither Agree nor Disagree	Neither Agree nor Disagree	Neither Agree nor Disagree	Strongly Disagree	Neither Agree nor Disagree			More relevant discussion of lecture related concepts		Follow the course lectures more closely	No
2/18/22 16:52	2/18/22 16:54	IP Address	185.112.146.27	100	114	TRUE	2/18/22 16:54	R_2fAKo7hhN0MSFfj					65	-18	anonymous	EN	3104 - Rameez Wajid	Male	Yes	Junior	CS Major	Strongly Agree	Disagree	Disagree	Disagree	Disagree	Disagree	Disagree	Strongly Disagree	Strongly Agree	Disagree	Strongly Disagree	Strongly Disagree	Strongly Disagree	Disagree	Neither Agree nor Disagree	.	.	.	.	.
2/17/22 17:08	2/17/22 17:14	IP Address	73.14.12.211	100	349	TRUE	2/17/22 17:14	R_21HTzpZkvTo4tjH					40.03729248	-105.2789993	anonymous	EN	3104 - Robin Bowers	Male	Yes	Sophmore	CS Major	Agree	Strongly Agree	Strongly Agree	Strongly Agree		Strongly Agree	Strongly Agree	Strongly Agree	Strongly Disagree	Strongly Agree	Agree	Agree	Agree	Strongly Agree	Strongly Agree	Encouraging working with our tables is very helpful	NA	NA	NA	NA
2/18/22 21:08	2/18/22 21:11	IP Address	67.133.97.98	100	156	TRUE	2/18/22 21:11	R_21hMHygzWQURCel					39.77830505	-104.7517014	anonymous	EN	3104 - Robin Bowers	Female	Yes	Junior	CS Major	Strongly Agree	Strongly Agree	Strongly Agree	Agree		Agree	Agree	Agree	Disagree	Agree	Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Seems to genuinely care about each students learning, checks in on us all	She sometimes moves a bit slow through the content, so we don't get to the hardest material before recitation is over.	n/a	n/a	n/a
2/28/22 14:25	2/28/22 14:28	IP Address	128.138.65.237	100	155	TRUE	2/28/22 14:28	R_2QhZG58i9GQ5j4S					40.01280212	-105.2759018	anonymous	EN	3104 - Robin Bowers	Male	Yes	Sophmore	CS Major	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Neither Agree nor Disagree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Robin is enthusiastic and is always willing to help	Changing the type of instruction when people don't want to participate as much might be nice.	N/A	N/A	N/A
2/28/22 14:26	2/28/22 14:28	IP Address	128.138.65.250	100	165	TRUE	2/28/22 14:28	R_vHsvruTIC3FLuA9					40.01280212	-105.2759018	anonymous	EN	3104 - Robin Bowers	Male	Yes	Junior	CS Major	Strongly Agree	Agree	Strongly Agree	Strongly Agree	Agree	Strongly Agree	Strongly Agree	Disagree	Neither Agree nor Disagree	Neither Agree nor Disagree	Agree	Strongly Agree	Agree	Strongly Agree	Strongly Agree	They take the time to post the recitations after and also go over problem as teams and groups. 	NA	Not in remote	Not in remote 	NA
2/28/22 14:25	2/28/22 14:29	IP Address	128.138.65.222	100	205	TRUE	2/28/22 14:29	R_w7YwRba6TiToioF					40.01280212	-105.2759018	anonymous	EN	3104 - Robin Bowers	Male	Yes	Sophmore	CS Major	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree		Strongly Agree	Agree	Strongly Agree	Neither Agree nor Disagree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	appreciate them writing on the birds and walking through difficult problems	More clear instruction and understanding of content. few times when hard questions were asked the Ta provided misleading info	hi 	hi	nah
